Model A,Model B,AUROC A,AUROC B,AUROC Difference A-B,95% CI Low,95% CI High,Bootstrap P Value
HybridXGBRF (Our Approach),XGBClassifier,0.8878214970849616,0.884619635619599,0.00320186146536261,0.0017557067415163359,0.004777602070734966,0.0
