Facility,N,Overall Missing Percent
1290,20,0.2691489361702129
1381,8,0.26861702127659576
1435,8,0.26861702127659576
1409,8,0.26861702127659576
1245,17,0.2678347934918648
1426,7,0.2674772036474164
1205,23,0.2673450508788159
1251,13,0.2667757774140753
1359,12,0.2659574468085107
1386,12,0.26595744680851063
1515,6,0.26595744680851063
1352,12,0.26595744680851063
1531,6,0.2659574468085106
1211,18,0.2659574468085106
1371,13,0.26513911620294595
1305,11,0.2649903288201161
1204,16,0.2646276595744681
1413,7,0.2644376899696048
1218,19,0.2642777155655095
1415,10,0.26382978723404255
1542,5,0.26382978723404255
1262,19,0.2631578947368421
1202,14,0.26291793313069906
1213,18,0.2624113475177305
1152,26,0.26186579378068736
1250,13,0.26186579378068736
1326,13,0.26186579378068736
1330,13,0.26186579378068736
1315,10,0.26170212765957446
1201,12,0.26063829787234044
1319,8,0.26063829787234044
1365,11,0.25918762088974856
1377,11,0.25918762088974856
1364,14,0.25835866261398177
1539,8,0.2579787234042553
1199,11,0.25725338491295935
1263,16,0.2566489361702128
1548,3,0.25531914893617025
1512,3,0.25531914893617025
1834,1,0.2553191489361702
1525,3,0.2553191489361702
1209,21,0.2553191489361702
1310,10,0.2553191489361702
1650,3,0.2553191489361702
1408,6,0.2553191489361702
1472,3,0.2553191489361702
1422,9,0.2553191489361702
1528,3,0.2553191489361702
1551,3,0.2553191489361702
1561,3,0.2553191489361702
1511,3,0.2553191489361702
1150,17,0.2540675844806007
1345,11,0.2533849129593811
1220,19,0.2530795072788354
1198,21,0.25227963525835867
1378,10,0.251063829787234
1339,10,0.25106382978723396
1306,12,0.25000000000000006
1318,7,0.24924012158054715
1298,14,0.2492401215805471
1327,16,0.24867021276595744
1297,16,0.24867021276595744
1374,9,0.24822695035460995
1425,9,0.24822695035460995
1376,9,0.24822695035460987
1278,18,0.24822695035460987
1341,11,0.2475822050290135
1293,16,0.2473404255319149
1309,7,0.24620060790273557
1356,8,0.24468085106382978
1648,2,0.24468085106382978
1308,10,0.24468085106382978
1480,2,0.24468085106382978
1563,2,0.24468085106382978
1541,2,0.24468085106382978
1521,4,0.24468085106382978
1468,2,0.24468085106382978
1473,2,0.24468085106382978
1486,4,0.24468085106382978
1962,2,0.24468085106382978
1360,10,0.24468085106382978
1414,6,0.24468085106382978
1126,10,0.24468085106382978
1946,2,0.24468085106382978
1459,4,0.24468085106382978
1953,2,0.24468085106382978
1363,8,0.24468085106382978
1361,8,0.24468085106382978
1684,2,0.24468085106382978
1434,10,0.24468085106382975
1212,23,0.24329324699352448
1320,13,0.24222585924713583
1311,9,0.24113475177304963
1369,9,0.24113475177304963
1406,7,0.24012158054711244
1373,7,0.24012158054711244
1206,17,0.23904881101376718
1447,5,0.23829787234042552
1405,5,0.23829787234042552
1417,10,0.23829787234042552
1494,5,0.23829787234042552
1540,5,0.23829787234042552
1534,5,0.23829787234042552
1464,5,0.23829787234042552
1323,10,0.2382978723404255
1322,13,0.23731587561374795
1362,8,0.23670212765957446
1366,8,0.23670212765957446
1368,11,0.23597678916827852
1407,11,0.23597678916827852
1410,14,0.23556231003039516
1303,14,0.23556231003039513
1343,14,0.23556231003039513
1557,3,0.23404255319148937
1301,9,0.23404255319148937
1507,3,0.23404255319148937
1488,9,0.23404255319148937
1526,3,0.23404255319148937
1479,3,0.23404255319148937
1427,9,0.23404255319148937
1380,9,0.23404255319148937
1389,6,0.23404255319148937
1430,6,0.2340425531914893
1401,13,0.23240589198036007
1432,10,0.23191489361702133
1485,7,0.23100303951367782
1429,7,0.23100303951367782
1504,7,0.23100303951367782
1244,14,0.2310030395136778
1490,7,0.23100303951367776
1197,15,0.22978723404255316
1595,4,0.22872340425531915
1411,8,0.22872340425531915
1496,4,0.22872340425531915
1431,8,0.22872340425531915
1420,4,0.22872340425531915
1397,7,0.2279635258358663
1316,7,0.2279635258358662
1324,9,0.2269503546099291
1321,9,0.22695035460992902
1503,5,0.22553191489361699
1418,6,0.22340425531914893
1346,13,0.2225859247135843
1433,11,0.21856866537717604
175,1,0.2127659574468085
192,1,0.2127659574468085
1313,2,0.2127659574468085
75,1,0.2127659574468085
67,1,0.2127659574468085
58,1,0.2127659574468085
1708,1,0.2127659574468085
1758,1,0.2127659574468085
1759,1,0.2127659574468085
1789,1,0.2127659574468085
1796,1,0.2127659574468085
1797,1,0.2127659574468085
1801,1,0.2127659574468085
1802,1,0.2127659574468085
1803,1,0.2127659574468085
1804,2,0.2127659574468085
1806,1,0.2127659574468085
1807,1,0.2127659574468085
1808,1,0.2127659574468085
5243,1,0.2127659574468085
5275,1,0.2127659574468085
1815,1,0.2127659574468085
1817,1,0.2127659574468085
1818,2,0.2127659574468085
1819,1,0.2127659574468085
1822,1,0.2127659574468085
1823,1,0.2127659574468085
1824,1,0.2127659574468085
1825,1,0.2127659574468085
1828,1,0.2127659574468085
1829,1,0.2127659574468085
1832,1,0.2127659574468085
1833,1,0.2127659574468085
1746,1,0.2127659574468085
1748,1,0.2127659574468085
1753,1,0.2127659574468085
1755,1,0.2127659574468085
1658,1,0.2127659574468085
1661,1,0.2127659574468085
1663,2,0.2127659574468085
1665,1,0.2127659574468085
1670,1,0.2127659574468085
1671,2,0.2127659574468085
1675,1,0.2127659574468085
1676,1,0.2127659574468085
1679,1,0.2127659574468085
1681,1,0.2127659574468085
1686,1,0.2127659574468085
1688,3,0.2127659574468085
1809,1,0.2127659574468085
1811,1,0.2127659574468085
1812,1,0.2127659574468085
1813,1,0.2127659574468085
1842,1,0.2127659574468085
1843,1,0.2127659574468085
1845,1,0.2127659574468085
1854,1,0.2127659574468085
1857,1,0.2127659574468085
1858,2,0.2127659574468085
1895,1,0.2127659574468085
1900,1,0.2127659574468085
1636,1,0.2127659574468085
1637,3,0.2127659574468085
1639,2,0.2127659574468085
1647,2,0.2127659574468085
1835,1,0.2127659574468085
1836,1,0.2127659574468085
1838,1,0.2127659574468085
1841,1,0.2127659574468085
1909,1,0.2127659574468085
1912,1,0.2127659574468085
1913,1,0.2127659574468085
1914,2,0.2127659574468085
