Model A,Model B,AUROC A,AUROC B,AUROC Difference A-B,95% CI Low,95% CI High,Bootstrap P Value
HybridXGBRF (Our Approach),XGBClassifier,0.8867580061870668,0.8863947201672167,0.00036328601985013975,-0.0017423581117734816,0.00257934656625404,0.694
