Facility,N,Overall Missing Percent
50,3,0.3829787234042554
1604,6,0.3829787234042554
1601,6,0.3829787234042553
1636,3,0.38297872340425515
24,5,0.3787234042553191
1119,98,0.3768996960486322
1602,6,0.37588652482269497
1147,80,0.37579787234042566
1153,84,0.3753799392097263
1127,101,0.37518432694333265
1714,5,0.3744680851063829
1136,92,0.3734967622571693
1118,93,0.3733699382292383
1126,93,0.3733699382292382
1107,4,0.3723404255319149
5244,2,0.3723404255319149
5231,2,0.3723404255319149
5221,2,0.3723404255319149
621,2,0.3723404255319149
27,6,0.3723404255319149
347,4,0.3723404255319149
1732,4,0.3723404255319149
1116,88,0.3713733075435204
1124,91,0.3663783025485152
1141,87,0.36610418195157735
1531,5,0.36595744680851056
1611,5,0.36595744680851056
1656,5,0.36595744680851056
1584,5,0.36595744680851056
1660,5,0.36595744680851044
1140,84,0.3657548125633232
1155,80,0.365159574468085
1540,8,0.36436170212765956
1134,86,0.3639287481444829
1130,102,0.36337088026700043
1152,76,0.36226203807390817
1638,6,0.3617021276595746
1570,6,0.36170212765957455
1146,80,0.3617021276595745
45,3,0.3617021276595745
1696,3,0.3617021276595745
1603,6,0.3617021276595743
1594,9,0.3617021276595743
1137,91,0.36076689268178624
1123,105,0.3600810536980749
1144,96,0.35882092198581556
1142,88,0.3578336557059961
1628,4,0.35638297872340424
1635,4,0.35638297872340424
1597,4,0.35638297872340424
25,4,0.35638297872340424
1648,4,0.35638297872340424
1653,4,0.35638297872340424
1538,4,0.35638297872340424
1524,4,0.35638297872340424
48,4,0.35638297872340424
1599,4,0.35638297872340424
1117,92,0.35522664199815
1301,53,0.35487755921316727
1587,9,0.35460992907801414
1456,9,0.35460992907801414
1148,86,0.35452746165264715
1151,87,0.3543653705062363
1589,8,0.3537234042553192
32,5,0.35319148936170214
1665,5,0.3531914893617021
1582,5,0.3531914893617021
1605,5,0.3531914893617021
1559,5,0.353191489361702
1138,90,0.3527186761229314
1169,97,0.3522702347005921
1498,11,0.3520309477756288
1149,77,0.3520309477756286
1129,99,0.3520309477756286
1165,93,0.35163578128574696
1394,23,0.35152636447733576
1405,18,0.3498817966903074
1396,15,0.3489361702127659
1407,23,0.34875115633672515
1122,83,0.3486285567803128
1143,87,0.34849596478356576
1135,90,0.3482269503546099
1121,93,0.34774651109585913
1438,18,0.3475177304964539
1145,84,0.3457446808510639
1468,12,0.34574468085106386
1413,14,0.3449848024316109
1162,97,0.3423996490458433
1382,25,0.3421276595744681
1160,114,0.34154535274356107
1156,73,0.3412999125619352
1800,1,0.3404255319148936
1758,1,0.3404255319148936
1566,8,0.3404255319148936
1774,2,0.3404255319148936
1918,1,0.3404255319148936
1550,8,0.3404255319148936
1772,4,0.3404255319148936
1936,1,0.3404255319148936
1944,1,0.3404255319148936
1432,12,0.3404255319148936
11952,1,0.3404255319148936
2001,2,0.3404255319148936
2033,1,0.3404255319148936
1755,1,0.3404255319148936
1409,23,0.3404255319148936
2060,1,0.3404255319148936
1664,4,0.3404255319148936
1753,3,0.3404255319148936
1683,3,0.3404255319148936
1914,1,0.3404255319148936
1578,7,0.3404255319148936
1875,1,0.3404255319148936
1846,1,0.3404255319148936
11949,1,0.3404255319148936
20221,1,0.3404255319148936
1823,2,0.3404255319148936
1637,4,0.3404255319148936
1824,2,0.3404255319148936
1832,2,0.3404255319148936
1651,4,0.3404255319148936
1634,4,0.3404255319148936
1616,4,0.3404255319148936
11971,1,0.3404255319148936
1613,2,0.3404255319148936
100405,1,0.3404255319148936
