Model A,Model B,AUROC A,AUROC B,AUROC Difference A-B,95% CI Low,95% CI High,Bootstrap P Value
HybridXGBRF (Our Approach),XGBClassifier,0.8976695635440358,0.89403106953202,0.0036384940120157694,0.0009862085511162938,0.005987637577409536,0.01
