Model A,Model B,AUROC A,AUROC B,AUROC Difference A-B,95% CI Low,95% CI High,Bootstrap P Value
HybridXGBRF (Our Approach),XGBClassifier,0.8878214970849616,0.884619635619599,0.00320186146536261,0.0018308040401298436,0.004397332816099072,0.0
