Accuracy,Precision,Recall,Sensitivity,Specificity,PPV,NPV,F1,AUROC,Brier,TP,FP,TN,FN,Model,Fold
0.8412133891213389,0.7006802721088435,0.48861480075901326,0.48861480075901326,0.940955448201825,0.7006802721088435,0.8667490729295426,0.5757406372275014,0.8527810116306664,0.11655694844021056,515,220,3506,539,Ridge,4
0.8391213389121339,0.692722371967655,0.4872037914691943,0.4872037914691943,0.9387919463087249,0.692722371967655,0.866022783556216,0.572064552031163,0.8602573873214797,0.11666756934378238,514,228,3497,541,Ridge,5
0.835599247019452,0.689703808180536,0.46350710900473935,0.46350710900473935,0.940955448201825,0.689703808180536,0.8610019646365422,0.5544217687074829,0.8499174495602821,0.11788264630535762,489,220,3506,566,Lasso,1
0.8439330543933055,0.7181303116147308,0.4810246679316888,0.4810246679316888,0.9465915190552872,0.7181303116147308,0.8657339224349534,0.5761363636363637,0.8630022784657991,0.11351311566068924,507,199,3527,547,Lasso,2
0.8462343096234309,0.7123834886817576,0.5075901328273245,0.5075901328273245,0.9420289855072463,0.7123834886817576,0.8711839166046166,0.592797783933518,0.8520419361968464,0.11561942595399782,535,216,3510,519,Lasso,3
0.8414225941422594,0.6994609164420486,0.49240986717267554,0.49240986717267554,0.940150295222759,0.6994609164420486,0.8675086676572561,0.5779510022271714,0.853493732436614,0.11622025297167535,519,223,3503,535,Lasso,4
0.8376569037656904,0.683311432325887,0.4928909952606635,0.4928909952606635,0.9353020134228188,0.683311432325887,0.8668823090320975,0.5726872246696035,0.8611833709723591,0.11629871740150045,520,241,3484,535,Lasso,5
0.83601756954612,0.6921985815602837,0.46255924170616114,0.46255924170616114,0.941760601180891,0.6921985815602837,0.8608930323846908,0.5545454545454546,0.8496116695031455,0.1180320266730386,488,217,3509,567,Elastic,1
0.8430962343096234,0.7165242165242165,0.47722960151802657,0.47722960151802657,0.9465915190552872,0.7165242165242165,0.8648847474252085,0.5728929384965832,0.8626995185378707,0.11367802629606234,503,199,3527,551,Elastic,2
0.8462343096234309,0.7140939597315437,0.5047438330170778,0.5047438330170778,0.9428341384863124,0.7140939597315437,0.8706319702602231,0.5914396887159533,0.8517911216224061,0.11575902921844043,532,213,3513,522,Elastic,3
0.840794979079498,0.6987788331071914,0.48861480075901326,0.48861480075901326,0.9404186795491143,0.6987788331071914,0.8666831560722236,0.5750977107761027,0.8531224759396253,0.11638911663101355,515,222,3504,539,Elastic,4
0.8391213389121339,0.6911764705882353,0.4900473933649289,0.4900473933649289,0.937986577181208,0.6911764705882353,0.8665674603174603,0.5734886300610095,0.860766054899965,0.11648280509480292,517,231,3494,538,Elastic,5
